분류,제목,키워드,URL
문화,"[포토] 모델 코니카, '2024 페이스 오브 아시아 YOU&I 홀딩스상 수상'","모델,코니카,수상,페이스,오브,아시아,YOU&I,홀딩스,road,하이원리조트,지엘&디어크리스틴,페이스,오브,아시아,road,하이,원리조트,지엘,디어크리스틴,FACE,road,Dear,Kristin,아시아모델페스티벌조직위원회,회장,양의식,국제소셜인플루언서협회,회장,정준호,주최&주관,한국메이크업전문가직업교류협회,문화,체육,관광부,하이원리조트,한국,메이크업,전문가,직업,류협회,회장,안미려,후원,한국모델협회,한국뷰티스타일리스트,직업,협회,1일,강원도,정선군,하이원리조트,컨벤션,센터,컨벤션,회장,강성모,유앤아이홀딩스,왼쪽,코니카,KONIKA,방글라데시,기념촬영,25개국,아시아,개국,국가별,대회,선정,모델들,남녀,모델,오프닝,무대,진바비,덕다이브,TOP,DONJ,ATTWAL,EM,Evita,Mairesse,포튼가먼트,패션,브랜드,패션쇼,아시아,모델,전통복,무대,재능,하이원리조트,high1,Resort,X.I.E.L,지엘,Dear,Kristin,디얼,크리스틴,오라클,피부과,Koala,Karma,코알라카르마,호서대학교,RAYDEL,레이델,HOMME,COLLECTION,대경대학교,지베르니,아크웰,슬밋,우즈넥스,UZNEX,비투지게임즈,더다이어트,Diet,타임레아,TIMEREA,마이크로청담,진바비,YOU&I,홀딩스,스타아일랜드글로벌,TAR,ISLAND,GLOBAL,road,하이원리조트,지엘&디어크리스틴,페이스,오브,아시아,road,하이,원리조트,지엘,디어크리스틴,수상내역,대상,GRAND,PRIZE,AWARDS,사라,SARA,우즈베키스탄,여자1등,FACE,ASIA,WINNER,줄리아,JULIA,스리랑카,남자1등,FACE,ASIA,WINNER,심지훈,한국,하이원상,JEN,오스트레일리아,디어,크리스틴,심지훈,한국,지엘상,줄리아,JULIA,스리랑카,국제소셜인플루언서상,샤흐조드,SHAHZOD,타지키스탄,star,island,global,데미리,DEMI,LI,중국,아크웰상,아이다,AIDANA,카자흐스탄,우즈넥스상,사라,SARA,우즈베키스탄,오라클,피부과상,실비아,SILVIA,인도네시아,대경대학교상,고준규,한국,YOU&I,홀딩스상,코니카,KONIKA,방글라데시,코알라,카르마상,원세현,한국,타임리아,지니,JINI,몽골,진바비상,소마,삼히따,SOMA,SAMTHITHA,인도,스칼프뷰티상,마이크로청담,탈모왕,스칼,프뷰티상,이썬,ETHAN,말레이시아,수가인상,서수연,한국",https://www.ajunews.com/view/20241102094629645
정치,"UN, 北 탄도미사일 규탄에 김여정 “핵무력 노선 변경 없어”","UN,규탄,탄도,미사일,김여정,노선,변경,대륙간탄도미사일,ICBM,발사,북한,국제사회,비판,김여정,북한,노동당,부부장,노선,핵무력,강화,강조,김여정,조선중앙통신,북한,대외,매체,공개,담화,신형,대륙,탄도,미사일,ICBM,화성포,19형,시험발사,유엔,사무총장,규탄,반발,노선,변경,제재,압박,위협따위,부부장,머저리,변화,조선민주주의인민공화국,북한,국가,안전환경,위협,시도,허용,안토니우,구테흐스,유엔,사무총장,조선반도,편견,립장,지역정세,악화,조선민주주의인민공화국,반대,미국,추종세력들,적대행위,요인,작용,자위,행사,문제시,불공정,편견적,태도,불만,표시,전면,배격,대변인,북한,외무성,성명,유엔,안전,보장,이사회,안보리,북한,ICBM,발사,안보리,회의,개최,자위권,침해,불법무법,이중기준,적반하장,궤변,국가,안전환경,상황,조성,적대세력들,대결,행태,표시,북한,화성,발사,최종완결판,ICBM,주장,북한매체들,김정은,국무,위원장,핵무력,강화,노선,확언",http://www.jnilbo.com/75279074228
정치,"한-캐나다 ""북한군 파병, 중대 긴장고조 행위” 철수 촉구","캐나다,북한군,파병,행위,중대,긴장,고조,철수,촉구,한국,캐나다,다수,북한군,러시아,파병,유럽,인도,태평양,지역,안보,안정,위험,초래,중대,행위,긴장,고조,철수,요구,양국,1일,현지시간,캐나다,오타와,장관,조태열,외교,장관,김용현,국방부,장관,멜라니,졸리,캐나다,외교,블레어,캐나다,국방장관,참여,한국,캐나다,외교,국방,장관회의,개최,공동성명,채택,회의,채택,포괄,전략,동반자,행동,계획,후속,조치,양국,외교,국방,장관들,성명,북한,우크라이나,잔혹,러시아,침략,전쟁,지원,탄약,탄도미사일,제공,포함,다수,결의,유엔,안전,보장,이사회,위반,심화,러북,군사,협력,언어,규탄,북한,무기,병력,러시아,지원,반대급부,러시아,북한,지원,주시,인도,태평양,유럽,대서양,지역,안보,연결,인식,바탕,국제사회,추가적,조치,강구,약속,선언,북한,지난달,신형,대륙,탄도,미사일,ICBM,화성포,19형,발사,지속적,행위,미사일,발사,양국,규탄,양국,북한,대량,살상,무기,완전,검증,가능,불가역적,폐기,CVID,지속,촉구,강조,캐나다,비핵화,자유,평화,번영,통일,한반도,실현,한국,노력,지지,의사,장관들,이날,양국,장관,인태,분야,협력,심화,한국,캐나다,인태,대화,출범,한국,인태,특별,대표,캐나다,인태,특사,분야,시너지,사업,발굴,파트너십,양국,안보,강화,군사,국방비밀정보보호협정,체결,협상,가속화,정기적,육군,대화,신설,회의,캐나다,개최,내년,양국,방산군수공동위원회,합의,사이버,보안,신흥,신흥,위협,대비,캐나다,사이버정책협의회,개최",http://biz.heraldcorp.com/view.php?ud=20241102050020
문화,"[포토] 모델 원세현, '2024 페이스 오브 아시아 코알라 카르마상 수상'","모델,원세현,코알,페이스,오브,아시아,카르마,수상,road,하이원리조트,지엘&디어크리스틴,페이스,오브,아시아,road,하이,원리조트,지엘,디어크리스틴,FACE,road,Dear,Kristin,아시아모델페스티벌조직위원회,회장,양의식,국제소셜인플루언서협회,회장,정준호,주최&주관,한국메이크업전문가직업교류협회,문화,체육,관광부,하이원리조트,한국,메이크업,전문가,직업,류협회,회장,안미려,후원,한국모델협회,한국뷰티스타일리스트,직업,협회,1일,강원도,정선군,하이원리조트,컨벤션,센터,컨벤션,임대,빅오션인터내셔널,대표,왼쪽,원세현,기념촬영,25개국,아시아,개국,국가별,대회,선정,모델들,남녀,모델,오프닝,무대,진바비,덕다이브,TOP,DONJ,ATTWAL,EM,Evita,Mairesse,포튼가먼트,패션,브랜드,패션쇼,아시아,모델,전통복,무대,재능,하이원리조트,high1,Resort,X.I.E.L,지엘,Dear,Kristin,디얼,크리스틴,오라클,피부과,Koala,Karma,코알라카르마,호서대학교,RAYDEL,레이델,HOMME,COLLECTION,대경대학교,지베르니,아크웰,슬밋,우즈넥스,UZNEX,비투지게임즈,더다이어트,Diet,타임레아,TIMEREA,마이크로청담,진바비,YOU&I,홀딩스,스타아일랜드글로벌,TAR,ISLAND,GLOBAL,road,하이원리조트,지엘&디어크리스틴,페이스,오브,아시아,road,하이,원리조트,지엘,디어크리스틴,수상내역,대상,GRAND,PRIZE,AWARDS,사라,SARA,우즈베키스탄,여자1등,FACE,ASIA,WINNER,줄리아,JULIA,스리랑카,남자1등,FACE,ASIA,WINNER,심지훈,한국,하이원상,JEN,오스트레일리아,디어,크리스틴,심지훈,한국,지엘상,줄리아,JULIA,스리랑카,국제소셜인플루언서상,샤흐조드,SHAHZOD,타지키스탄,star,island,global,데미리,DEMI,LI,중국,아크웰상,아이다,AIDANA,카자흐스탄,우즈넥스상,사라,SARA,우즈베키스탄,오라클,피부과상,실비아,SILVIA,인도네시아,대경대학교상,고준규,한국,YOU&I,홀딩스상,코니카,KONIKA,방글라데시,코알라,카르마상,원세현,한국,타임리아,지니,JINI,몽골,진바비상,소마,삼히따,SOMA,SAMTHITHA,인도,스칼프뷰티상,마이크로청담,탈모왕,스칼,프뷰티상,이썬,ETHAN,말레이시아,수가인상,서수연,한국",https://www.ajunews.com/view/20241102094449644
정치,"민주당, 오늘 '김건희 여사 국정농단 규탄' 장외집회 '특검법 압박'","민주당,규탄,김건희,여사,국정,농단,장외집회,특검법,압박,발언,이재명,대표,더불어민주당,2일,서울역,일대,김건희,국정,농단,규탄,국민,대회,개최,이날,민주당,검찰,불기소,김건희,여사,규탄,여권,특검법,여사,수용,촉구,예정,본회의,발의,특검법,여사,처리,대통령,거부,국회,재표결,계획,이날,집회,여론,특검법,찬성,이달,특검,관철,포석,민주당,조국혁신당,여타,대통령,탄핵,주장,공식적,거리,탄핵,추진,역풍,이재명,대표,국회,지역위원장,국회의원,비상,연석회의,장외,집회,결의",https://www.daejonilbo.com/news/articleView.html?idxno=2164076
사회,"BNK부산은행, 세자녀재단에 누적 2000만 원 기부","BNK부산은행,자녀재단,누적,기부,김영식세자녀재단,BNK부산은행,2021년,자녀재단,자녀,재단,기부,500만,기부,누적,후원,BNK부산은행,5월,김영식,자녀출산지원재단,해피맘박스,기부,자녀,가정,손길,해피맘박스,아기용품,산모용품,신생아,산모,물품들,포함,경제,부담,육아,실질적,도움,부산은행,관계자,자녀,출산,가정,상황,출산,장려,다자녀,가정,부담,기부,결정,자녀,가정,지원,방법,모색,부산은행,후원금,12월,출산,축하금,사용,예정,자녀출산지원재단,58명,회차,출산,축하금,지원,대상자,포함,재단설립,765명,지급",https://www.busan.com/view/busan/view.php?code=2024110209435607456
국제,"""내 성별은 내가 결정"" 성별 스스로 결정하는 독일, 한달 새 1만 5000명 신청","성별,결정,성별,결정,독일,신청,발효,성별자기,결정,독일,성별,법원,허가,등록,성별자기결정법,1일,현지시간,발효,신청,성별,변경,사전,1만,일각,성폭력,부작용,지적,제기,독일,정부,의사,심리감정,법원,결정문,요구,성전환법,성소수자,인권,침해,지적,4월,일간,프랑크푸르터알게마이네차이퉁,FAZ,법률,시행,접수,성별,변경,신청,8월,독일,정부,결정,방지,일종,기간,3개월,시행,신청,제정,독일,결정,판단,17번,나라,스벤,레만,연방,정부,퀴어,담당관,성소수자들,건수,사전,신청,트랜스젠더,병리적,취급,국가,그룹,합류,인권,민주주의,중요,시행,남성,여성,무기재,가지,등기소,신고,성별,성전환,수술,성별,등록,성별,삭제,성소수자,인권,보호,제도,성범죄,폭력,위험성,지적,알살렘,유엔,보고관,독일,정부,서한,성범죄자,폭력,가해자,남용,장치,교도소,탈의실,화장실,성별,분리,공간,폭력,지적,성적,유리,성별,스포츠,대회,출전,제기,트랜스젠더,미국,수영,선수,리아,토머스,남자부,호르몬,요법,여성,여자부,경기,출전,논란",http://www.sedaily.com/NewsView/2DGOT6SB3Y
국제,로제 '아파트' 영국 싱글차트 2위 K팝 여성 가수 신기록 썼다,"로제,아파트,2위,영국,싱글,차트,K팝,신기록,여성,가수,로제,블랙,핑크,멤버,미국,팝스타,브루노,마스,듀엣곡,아파트,미국,빌보드,세계,차트,싱글차트,영국,오피셜,싱글,차트,2위,차지,2일,한국시간,오피셜,차트,아파트,오피셜,싱글,최신,차트,11월,1~7일,2위,기록,로제,영국,싱글,차트,순위,기록,가수,여성,미국,싱어송라이터,지지,페레즈,세일러,Sailor,Song,1위,아파트,지난주,차트,지난주,4위,진입,성적,여성,가수,최고,순위,계단,가수,정상,차트,사례,싸이,가수,강남스타일,유일,차트,오피셜,싱글,빌보드,싱글,차트,팬덤,대중성,확보,순위,가능,아파트,공개,로제,정규,앨범,로지,rosie,선공개,한국,게임,한국,아파트,게임,영감,아파트,반복,중독적,후렴구,밴드,사운드,대중,인기,차트,달성,로제,영국,싱글,차트,앨범차트,1위,경험,가수,기록,로제,소속,블랙핑크,발매,핑크,Born,Pink,1위,영국,앨범,차트,로제,아파트,핫100,미국,빌보드,메인,싱글,차트,8위,기록,솔로,그룹,핫100,TOP10,가수,여성,로제",http://news.moneytoday.co.kr/view/mtview.php?no=2024110209111929606&type=2
IT_과학,"애플, 위성통신 기업에 2조원 투자 이미지 편집앱 인수","애플,위성,통신,기업,2조,투자,이미지,편집앱,인수,글로벌,스타,지분,20%,확보,아이폰,고도화,위성,서비스,고도,픽셀,메이트,인수,애플,편집,인텔리전스,이미지,강화,애플,위성,통신,기업,글로벌,스타,달러,최대,2조,투자,픽셀메이터,이미지,편집,개발사,인수,아이폰,자사,스마트폰,위성서비스,인공지능,AI,이미지,편집,강화,풀이,사진,로이터,1일,현지시간,로이터,외신,글로벌스타,이날,미국증권거래위원회,SEC,애플,달러,투자,유치,문서,제출,글로벌스타,미국,위성,전화,통신,저속,데이터,통신위성,지구,통신,위성,운영,위성,통신,사업자,애플,2022년,글로벌스타,위성,이용,신호,지역,아이폰,이용자,긴급,메시지,아이메시지,제공,투자,애플,20%,글로벌,스타,지분,20%,달러,인수,글로벌스타,달러,투자금,개선,위성,인프라,사용,예정,네트워크,용량,85%,애플,할당,방침,애플,소식,투자,증시,이날,뉴욕,글로벌,스타,주가,마감,31%,폭등,애플,리투아니아,이미지,편집,개발사,픽셀메이터,Pixelmator,인수,픽셀메이터,아이폰,인기,이미지,편집,픽셀메이터,블로그,이날,자사,애플,인수,계약,체결,자사,애플,합류,픽셀메이터,프로,iOS,픽셀메이터,포토메이터,변동,서비스,인수,구체적,조건,픽셀메이터,프로,애플,기기,머신러닝,엔진,활용,수용,사진,물체,제거,자동화,색상,조정,AI,애플,아이패드,신제품,AI,성능,강조,픽셀메이터,대표적,픽셀메이터,인수,애플,인텔리전스,강화,자체,AI,애플,인텔리전스,예상,애플,AI,지난달,이용,사진,사람,물체,클린,Clean,사진,편집,포함,애플,인텔리전스,번째,출시",http://www.edaily.co.kr/news/newspath.asp?newsid=01892566639081784
문화,“매출 110조원” 대박 터뜨린 ‘소녀’ 정체 알고 보니 50살이라는데,"매출,대박,소녀,정체,50살,쿠키,피아니스트,시인,영국,런던,헬로키티,고양이,소녀,1일,50살,1일,현지시간,방송,CNN,헬로키티,일본,제조업체,캐릭터,상품,제조,업체,산리오,어린이용품,문구류,장식,캐릭터,산리오,일러스트레이터,시미즈,유코,아버지,선물,고양이,영감,디자인,지갑,이듬해,동전,모습,헬로키티,산리오,인기,캐릭터,성장,장난감,스티커,얼굴,산리오,매출,캐릭터,홍보대사,년간,유니세프,홍보,대사,특사,일본,외무성,이름,50년,헬로키티,매출,달러,110조,헬로키티,탄생,꽃길,시미즈,산리오,헬로키티,인기,산리오,브랜드,활성화,결정,유코,일러스트레이터,야마구치,헬로키티,이미지,제시,작업,헬로키티,지망생,과거,음악가,지망,캐릭터,소개,사실,야마구치,그랜드피아노,선물,헬로키티,모습,디자인,45년,헬로키티,어머니,캐릭터,비주얼,정체,주도,야마구치,팬들,원인,매출,감소,파악,1980년대,중반,헬로키티,전성기,야마구치,헬로키티,세대,사랑,팬들,성장,사실,야마구치,CNN,1987년,편지,영감,헬로키티,고등학생,친구들,부모님,헬로키티,어린이,캐릭터,핀잔,편지,학생,자신,고등학생,제품,부탁,설명,헬로키티,상품,소녀들,야마구치,헬로키티,나이,팬들,어필,디자인,고민,시작,의류,전자제품,주방용품,제품군,확장,경제,일본,침체,헬로키티,해외,일본문화,관심,해외,시장,인기,명품,광고,대만,에바항공,얼굴,헬로키티,TV,시리즈,팬들,나이,부모,세대,열풍,헬로키티,상승세,산리오,그간,캐릭터,시장,회사,이익,회사,헬로키티,차지,비율,10년,야마구치,헬로키티,인기,영원,야마구치,세상,헬로키티,역사,캐릭터,헬로키티,탄생,주년",http://www.seoul.co.kr/news/newsView.php?id=20241102500007
